lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-longitudinal [rad^2], MSAD-transversal [rad^2],MLAD [um x rad]
0.075,3.199988e-02,1.785260e-02,3.351536e-01,1.087837e-02,5.154522e-03
0.15,6.006842e-02,3.772836e-02,5.208018e-01,2.211015e-02,-2.586123e-02
0.22499999999999998,9.182453e-02,6.063251e-02,7.144428e-01,3.568752e-02,-5.099019e-02
0.3,1.232744e-01,8.342792e-02,9.270470e-01,4.965216e-02,-8.101124e-02
0.375,1.509147e-01,1.071361e-01,1.162981e+00,6.289705e-02,-9.286092e-02
0.44999999999999996,1.737637e-01,1.284024e-01,1.362674e+00,7.456246e-02,-9.886591e-02
0.525,1.959607e-01,1.472909e-01,1.497360e+00,8.567101e-02,-1.058513e-01
0.6,2.189057e-01,1.664212e-01,1.766648e+00,9.586970e-02,-1.064051e-01
0.6749999999999999,2.403278e-01,1.850377e-01,2.004751e+00,1.054236e-01,-1.133115e-01
0.75,2.616777e-01,2.043920e-01,2.249772e+00,1.148688e-01,-1.166755e-01
0.825,2.880206e-01,2.234123e-01,2.474817e+00,1.232002e-01,-1.355715e-01
0.8999999999999999,3.179161e-01,2.410070e-01,2.682386e+00,1.313093e-01,-1.384487e-01
0.975,3.510274e-01,2.590494e-01,2.885900e+00,1.394080e-01,-1.448180e-01
1.05,3.762352e-01,2.766655e-01,3.059681e+00,1.462501e-01,-1.589887e-01
1.125,4.000694e-01,2.952594e-01,3.259601e+00,1.535261e-01,-1.665319e-01
1.2,4.157009e-01,3.111980e-01,3.452933e+00,1.602417e-01,-1.713074e-01
1.275,4.310148e-01,3.266137e-01,3.692038e+00,1.668889e-01,-1.710319e-01
1.3499999999999999,4.468466e-01,3.414172e-01,3.829270e+00,1.731902e-01,-1.852174e-01
1.425,4.699576e-01,3.539029e-01,3.918544e+00,1.775999e-01,-1.713618e-01
1.5,4.921878e-01,3.648515e-01,4.038994e+00,1.810134e-01,-1.629935e-01
1.575,5.178828e-01,3.732581e-01,4.147298e+00,1.834127e-01,-1.612906e-01
1.65,5.465842e-01,3.793301e-01,4.223926e+00,1.855178e-01,-1.652109e-01
1.7249999999999999,5.736957e-01,3.836144e-01,4.287565e+00,1.864116e-01,-1.683044e-01
1.7999999999999998,6.025206e-01,3.895080e-01,4.398164e+00,1.887637e-01,-1.727614e-01
1.875,6.348010e-01,3.933082e-01,4.437608e+00,1.911935e-01,-1.897249e-01
1.95,6.641174e-01,3.954545e-01,4.489349e+00,1.935530e-01,-2.052759e-01
2.025,6.945266e-01,3.996825e-01,4.581313e+00,1.958053e-01,-2.099958e-01
2.1,7.279314e-01,4.008602e-01,4.630790e+00,1.968724e-01,-2.317595e-01
2.175,7.659967e-01,4.001619e-01,4.702820e+00,1.988670e-01,-2.556092e-01
2.25,8.098384e-01,4.001607e-01,4.765539e+00,2.027097e-01,-2.681761e-01
2.3249999999999997,8.513069e-01,4.003339e-01,4.822761e+00,2.054832e-01,-2.884410e-01
2.4,8.924444e-01,4.008704e-01,4.925152e+00,2.105263e-01,-3.037810e-01
2.475,9.263128e-01,3.997568e-01,4.988338e+00,2.143048e-01,-3.184396e-01
2.55,9.604182e-01,3.998456e-01,5.115615e+00,2.194332e-01,-3.380740e-01
2.625,9.921653e-01,4.009953e-01,5.221057e+00,2.249775e-01,-3.659557e-01
2.6999999999999997,1.018255e+00,4.018807e-01,5.353561e+00,2.304929e-01,-4.010841e-01
2.775,1.044876e+00,4.040374e-01,5.508537e+00,2.366879e-01,-4.440591e-01
2.85,1.070610e+00,4.076209e-01,5.625554e+00,2.435354e-01,-4.751656e-01
2.925,1.094974e+00,4.116832e-01,5.760529e+00,2.499903e-01,-5.124752e-01
3.0,1.111719e+00,4.128692e-01,5.888806e+00,2.531493e-01,-5.461926e-01
3.0749999999999997,1.130822e+00,4.141708e-01,6.036938e+00,2.559114e-01,-5.713879e-01
3.15,1.148665e+00,4.159939e-01,6.138397e+00,2.582451e-01,-5.953689e-01
3.225,1.157691e+00,4.196702e-01,6.233794e+00,2.622218e-01,-6.211304e-01
3.3,1.173063e+00,4.245661e-01,6.314627e+00,2.672530e-01,-6.429936e-01
3.375,1.186103e+00,4.314058e-01,6.355785e+00,2.733179e-01,-6.794778e-01
3.4499999999999997,1.200440e+00,4.401814e-01,6.452409e+00,2.802709e-01,-7.106428e-01
3.525,1.213247e+00,4.483706e-01,6.500605e+00,2.855414e-01,-7.529076e-01
3.5999999999999996,1.236249e+00,4.578623e-01,6.532253e+00,2.932758e-01,-7.764358e-01
3.675,1.263701e+00,4.630908e-01,6.486773e+00,2.984559e-01,-8.112536e-01
3.75,1.291245e+00,4.663498e-01,6.469008e+00,3.019338e-01,-8.359491e-01
